0,0.03,3,3e-09,unopt,0.0001330035156570375,0.01153271459043026
0,0.03,3,3e-09,opt,0.00013588368892669678,0.01165691576898098
0,0.03,3,3e-09,unopt,1.214723670273088e-05,0.003485288703814149
0,0.03,3,3e-09,opt,1.2163563951617107e-05,0.003487630048766732
0,0.03,3,3e-09,unopt,1.37536244437797e-05,0.00370858795940876
0,0.03,3,3e-09,opt,1.3932820365880616e-05,0.003732669400051236
0,0.03,3,3e-09,unopt,1.6612042600172572e-05,0.004075787495821714
0,0.03,3,3e-09,opt,1.7009358998620883e-05,0.004124240484088659
0,0.03,3,3e-09,unopt,1.2952782526554074e-05,0.0035989973694086075
0,0.03,3,3e-09,opt,1.2933631296618842e-05,0.003596335882321
0,0.03,3,3e-09,unopt,1.5417566828546114e-05,0.0039265211671590805
0,0.03,3,3e-09,opt,1.5648289263481274e-05,0.00395579170435667
