0.01,1,1e-09,unopt,6.342057167785242e-05,0.007963703013956547
0.01,1,1e-09,opt,6.686756387352943e-05,0.008177259005606174
0.03,1,1e-09,unopt,0.00012522542965598404,0.011190417222678661
0.03,1,1e-09,opt,0.00012815368245355785,0.011320498771965504
0.01,1,3e-09,unopt,6.732070323778316e-05,0.008204919286072254
0.01,1,3e-09,opt,7.083512900862843e-05,0.008416361175477505
0.03,1,3e-09,unopt,0.00011532817734405398,0.010739095509052277
0.03,1,3e-09,opt,0.00011860915401484817,0.010890782810747623
0.01,1,5e-09,unopt,4.344368426245637e-05,0.006591182202100754
0.01,1,5e-09,opt,4.6093275159364566e-05,0.006789202801883221
0.03,1,5e-09,unopt,5.8192883443553e-05,0.0076284259557724
0.03,1,5e-09,opt,5.91392999922391e-05,0.0076902080327272415
0.01,1,1e-08,unopt,5.2818468248005956e-05,0.0072676315903663635
0.01,1,1e-08,opt,5.520442209672183e-05,0.007429967634379864
0.03,1,1e-08,unopt,5.416598287411034e-05,0.007359754294157028
0.03,1,1e-08,opt,5.527154280571267e-05,0.007434483151882887
0.01,1,3e-08,unopt,5.168688221601769e-05,0.007189359050244093
0.01,1,3e-08,opt,5.4007090511731803e-05,0.007348951883614063
0.03,1,3e-08,unopt,0.00011115698725916445,0.010543101467192173
0.03,1,3e-08,opt,0.00011362648365320638,0.010659572668373585
0.01,1,5e-08,unopt,7.479783380404115e-05,0.008648574352264404
0.01,1,5e-08,opt,7.842200284358114e-05,0.008855619467794895
0.03,1,5e-08,unopt,7.624831778230146e-05,0.008732028305530548
0.03,1,5e-08,opt,7.759041909594089e-05,0.008808542042970657
0.01,1,1e-07,unopt,6.548268720507622e-05,0.008092137053608894
0.01,1,1e-07,opt,6.891284283483401e-05,0.00830137636512518
0.03,1,1e-07,unopt,0.00012892505037598312,0.011354517191648483
0.03,1,1e-07,opt,0.00013047398533672094,0.011422521434724331
0.01,1,3e-07,unopt,5.1715676818275824e-05,0.007191361393779516
0.01,1,3e-07,opt,5.3988573199603707e-05,0.0073476918041706085
0.03,1,3e-07,unopt,9.498638974037021e-05,0.009746096096932888
0.03,1,3e-07,opt,9.830313501879573e-05,0.009914794005453587
0.01,1,5e-07,unopt,3.767350426642224e-05,0.0061378744430840015
0.01,1,5e-07,opt,3.884384932462126e-05,0.006232483312487602
0.03,1,5e-07,unopt,7.624846330145374e-05,0.00873203668743372
0.03,1,5e-07,opt,7.85038064350374e-05,0.008860236965119839
0.01,1,1e-06,unopt,5.825850894325413e-05,0.007632726337760687
0.01,1,1e-06,opt,6.133693386800587e-05,0.007831789553165436
0.03,1,1e-06,unopt,8.33271406008862e-05,0.009128370322287083
0.03,1,1e-06,opt,8.665189670864493e-05,0.009308700449764729
0.01,1,3e-06,unopt,4.9749847676139325e-05,0.00705335708335042
0.01,1,3e-06,opt,5.262394915916957e-05,0.007254236843436956
0.03,1,3e-06,unopt,8.52713274070993e-05,0.009234247729182243
0.03,1,3e-06,opt,8.770553540671244e-05,0.009365123696625233
0.01,1,5e-06,unopt,5.364344542613253e-05,0.007324168458580971
0.01,1,5e-06,opt,5.670000609825365e-05,0.007529940456151962
0.03,1,5e-06,unopt,7.248537440318614e-05,0.008513834327459335
0.03,1,5e-06,opt,7.53951899241656e-05,0.008683040738105774
0.01,1,1e-05,unopt,4.816169894183986e-05,0.006939862854778767
0.01,1,1e-05,opt,5.103278090246022e-05,0.00714372331276536
0.03,1,1e-05,unopt,6.642512744292617e-05,0.008150161243975163
0.03,1,1e-05,opt,6.885383481858298e-05,0.008297821506857872
0.01,1,3e-05,unopt,4.440420161699876e-05,0.006663647945970297
0.01,1,3e-05,opt,4.7069628635654226e-05,0.006860730703920126
0.03,1,3e-05,unopt,4.811877806787379e-05,0.006936769932508469
0.03,1,3e-05,opt,5.031601176597178e-05,0.007093377877026796
0.01,1,5e-05,unopt,4.094593896297738e-05,0.006398901343345642
0.01,1,5e-05,opt,4.334528057370335e-05,0.006583713460713625
0.03,1,5e-05,unopt,4.4671764044323936e-05,0.00668369373306632
0.03,1,5e-05,opt,4.6623397793155164e-05,0.006828133016824722
0.01,2,1e-09,unopt,9.694437176221982e-05,0.009846033528447151
0.01,2,1e-09,opt,0.0001005286758299917,0.010026399046182632
0.03,2,1e-09,unopt,0.00014278611342888325,0.01194931473582983
0.03,2,1e-09,opt,0.000145049300044775,0.01204364188015461
0.01,2,3e-09,unopt,7.270637433975935e-05,0.008526802994310856
0.01,2,3e-09,opt,7.52721171011217e-05,0.008675950579345226
0.03,2,3e-09,unopt,0.00015190486737992615,0.012324969284236431
0.03,2,3e-09,opt,0.00015344844723585993,0.012387431226670742
0.01,2,5e-09,unopt,7.082925003487617e-05,0.008416011929512024
0.01,2,5e-09,opt,7.338575960602611e-05,0.00856654904782772
0.03,2,5e-09,unopt,0.00012565235374495387,0.011209475807845592
0.03,2,5e-09,opt,0.00012875316315330565,0.01134694553911686
0.01,2,1e-08,unopt,8.635202539153397e-05,0.009292579255998135
0.01,2,1e-08,opt,8.996721589937806e-05,0.00948510505259037
0.03,2,1e-08,unopt,0.0001501013757660985,0.012251586653292179
0.03,2,1e-08,opt,0.0001525410480098799,0.012350751087069511
0.01,2,3e-08,unopt,8.484585850965232e-05,0.009211180731654167
0.01,2,3e-08,opt,8.838145731715485e-05,0.009401141665875912
0.03,2,3e-08,unopt,0.0001416312879882753,0.011900894343852997
0.03,2,3e-08,opt,0.0001434913428965956,0.011978787370026112
0.01,2,5e-08,unopt,6.66808191454038e-05,0.008165832608938217
