0.003,5,1e-09,unopt,8.384937245864421e-05,0.009156930260360241
0.003,5,1e-09,opt,8.739250915823504e-05,0.009348396211862564
0.03,5,1e-09,unopt,0.00018569958047010005,0.013627163134515285
0.03,5,1e-09,opt,0.00018656178144738078,0.013658761978149414
0.003,5,1e-09,unopt,9.042476449394599e-05,0.0095091937109828
0.003,5,1e-09,opt,9.410000347997993e-05,0.009700515307486057
0.03,5,1e-09,unopt,0.00014327114331535995,0.011969592422246933
0.03,5,1e-09,opt,0.00014560950512532145,0.012066876515746117
0.003,5,2e-09,unopt,7.261837890837342e-05,0.008521641604602337
0.003,5,2e-09,opt,7.535431359428912e-05,0.008680686354637146
0.03,5,2e-09,unopt,0.0001692467340035364,0.013009486719965935
0.03,5,2e-09,opt,0.0001704146125121042,0.013054294511675835
0.003,5,3.0000000000000004e-09,unopt,7.621967233717442e-05,0.00873038824647665
0.003,5,3.0000000000000004e-09,opt,7.901697972556576e-05,0.008889149874448776
0.03,5,3.0000000000000004e-09,unopt,0.00018389589968137443,0.013560822233557701
0.03,5,3.0000000000000004e-09,opt,0.00018441680003888905,0.013580014929175377
0.003,5,4e-09,unopt,7.180454122135416e-05,0.008473755791783333
0.003,5,4e-09,opt,7.428957178490236e-05,0.008619139902293682
0.03,5,4e-09,unopt,0.00014009249571245164,0.011836067773401737
0.03,5,4e-09,opt,0.0001422549830749631,0.011927069164812565
0.003,5,5e-09,unopt,6.967318040551618e-05,0.008347046561539173
0.003,5,5e-09,opt,7.17377188266255e-05,0.008469812572002411
0.03,5,5e-09,unopt,0.00014493573689833283,0.012038925662636757
0.03,5,5e-09,opt,0.00014717498561367393,0.012131569907069206
0.003,5,6e-09,unopt,6.541002221638337e-05,0.008087646216154099
0.003,5,6e-09,opt,6.792017666157335e-05,0.008241369388997555
0.03,5,6e-09,unopt,0.00018077780259773135,0.013445363380014896
0.03,5,6e-09,opt,0.0001817721058614552,0.013482288457453251
0.003,5,7.000000000000001e-09,unopt,9.965678327716887e-05,0.009982824325561523
0.003,5,7.000000000000001e-09,opt,0.00010318654676666483,0.01015807781368494
0.03,5,7.000000000000001e-09,unopt,0.00013887157547287643,0.011784378439188004
0.03,5,7.000000000000001e-09,opt,0.00014151254436001182,0.011895904317498207
0.003,5,8e-09,unopt,7.938827911857516e-05,0.008910009637475014
0.003,5,8e-09,opt,8.270727994386107e-05,0.009094354696571827
0.03,5,8e-09,unopt,0.00012758026423398405,0.011295143514871597
0.03,5,8e-09,opt,0.00012975229765288532,0.011390886269509792
0.003,5,9.000000000000001e-09,unopt,7.026076491456479e-05,0.008382169529795647
0.003,5,9.000000000000001e-09,opt,7.26061116438359e-05,0.008520921692252159
0.03,5,9.000000000000001e-09,unopt,0.00017320094048045576,0.0131605826318264
0.03,5,9.000000000000001e-09,opt,0.000173959881067276,0.013189384713768959
0.003,5,1.0000000000000002e-08,unopt,8.044833521125838e-05,0.008969299495220184
0.003,5,1.0000000000000002e-08,opt,8.368076669285074e-05,0.009147719480097294
0.03,5,1.0000000000000002e-08,unopt,0.00013254991790745407,0.01151303295046091
